sent_text,variable,label_issue,label_text,party,before,after
"Kort geding De Partij voor de Dieren hoeft een persbericht dat partijleider Esther Ouwehand vrijpleit van integriteitsschendingen niet te rectificeren ., Het bestuur van de Partij voor de Dieren heeft de werkwijze van de eigen integriteitsfunctionaris volgens de rechtbank in Amsterdam terecht „ onjuist” en „ onzorgvuldig” genoemd in een persbericht .",conflict,Ja,issue_yes,Overig,,Ouwehand kreeg na de beslissing van het oude bestuur massaal steun van de leden .
"Kort geding De Partij voor de Dieren hoeft een persbericht dat partijleider Esther Ouwehand vrijpleit van integriteitsschendingen niet te rectificeren ., Het bestuur van de Partij voor de Dieren heeft de werkwijze van de eigen integriteitsfunctionaris volgens de rechtbank in Amsterdam terecht „ onjuist” en „ onzorgvuldig” genoemd in een persbericht .",succes en falen,Nee,issue_no,Overig,,Ouwehand kreeg na de beslissing van het oude bestuur massaal steun van de leden .
GroenLinks-PvdA gaan voor een jaar later .,issue position,Ja,issue_yes,GL/PvdA,Al komend jaar zou het minimumloon dan op 16 euro per uur moeten liggen .,Al ging dat niet van harte :
GroenLinks-PvdA gaan voor een jaar later .,conflict,Nee,issue_no,GL/PvdA,Al komend jaar zou het minimumloon dan op 16 euro per uur moeten liggen .,Al ging dat niet van harte :
GroenLinks-PvdA gaan voor een jaar later .,succes en falen,Nee,issue_no,GL/PvdA,Al komend jaar zou het minimumloon dan op 16 euro per uur moeten liggen .,Al ging dat niet van harte :
"Spekman , die eerder Tweede Kamerlid was voor de PvdA en ook voorzitter van die partij , is blij met de politieke aandacht voor bestaanszekerheid , een thema waar hij al jaren druk mee is .",issue position,Ja,issue_yes,Overig,' Maar ik vind het vooral tragisch dat het nodig is .',"Het gaat volgens hem niet alleen om inkomen , maar om een algemeen gevoel van zekerheid : ' Heb ik morgen nog werk en een huis ?"
"Spekman , die eerder Tweede Kamerlid was voor de PvdA en ook voorzitter van die partij , is blij met de politieke aandacht voor bestaanszekerheid , een thema waar hij al jaren druk mee is .",conflict,Nee,issue_no,Overig,' Maar ik vind het vooral tragisch dat het nodig is .',"Het gaat volgens hem niet alleen om inkomen , maar om een algemeen gevoel van zekerheid : ' Heb ik morgen nog werk en een huis ?"
"Spekman , die eerder Tweede Kamerlid was voor de PvdA en ook voorzitter van die partij , is blij met de politieke aandacht voor bestaanszekerheid , een thema waar hij al jaren druk mee is .",succes en falen,Nee,issue_no,Overig,' Maar ik vind het vooral tragisch dat het nodig is .',"Het gaat volgens hem niet alleen om inkomen , maar om een algemeen gevoel van zekerheid : ' Heb ik morgen nog werk en een huis ?"
Frans Timmermans ( PvdA/GL) heeft de oude linkse stokpaardjes weer van stal gehaald .,issue position,Ja,issue_yes,GL/PvdA,Stokpaardjes,Vooral de bedrijven moeten straks fors gaan betalen en de laagstbetaalden in sociale huurwoningen worden financieel geholpen met verduurzaming van hun woning .
Frans Timmermans ( PvdA/GL) heeft de oude linkse stokpaardjes weer van stal gehaald .,conflict,Nee,issue_no,GL/PvdA,Stokpaardjes,Vooral de bedrijven moeten straks fors gaan betalen en de laagstbetaalden in sociale huurwoningen worden financieel geholpen met verduurzaming van hun woning .
Frans Timmermans ( PvdA/GL) heeft de oude linkse stokpaardjes weer van stal gehaald .,succes en falen,Nee,issue_no,GL/PvdA,Stokpaardjes,Vooral de bedrijven moeten straks fors gaan betalen en de laagstbetaalden in sociale huurwoningen worden financieel geholpen met verduurzaming van hun woning .
BN DeStem Sint Willebrord hoopt op goede uitslag PVV :,issue position,Nee,issue_no,PVV,,"Naast de invalsweg naar St. Willebrord staat pontificaal een verkiezingsbord , waarop Frans Timmermans , lijsttrekker van GroenLinks/PvdA , spreekt van ' visie ' en ' daadkracht ' ."
BN DeStem Sint Willebrord hoopt op goede uitslag PVV :,conflict,Ja,issue_yes,PVV,,"Naast de invalsweg naar St. Willebrord staat pontificaal een verkiezingsbord , waarop Frans Timmermans , lijsttrekker van GroenLinks/PvdA , spreekt van ' visie ' en ' daadkracht ' ."
BN DeStem Sint Willebrord hoopt op goede uitslag PVV :,succes en falen,Nee,issue_no,PVV,,"Naast de invalsweg naar St. Willebrord staat pontificaal een verkiezingsbord , waarop Frans Timmermans , lijsttrekker van GroenLinks/PvdA , spreekt van ' visie ' en ' daadkracht ' ."
En als het aan D66 en VVD ligt mogen ook embryo's worden gecreëerd speciaal voor onderzoek - op dit moment moeten wetenschappers zich beperken tot restembryo's van ivf-behandelingen .,issue position,Ja,issue_yes,D66,"Onder het positieve advies van de Gezondheidsraad vallen ook zogeheten embryo-achtige structuren , die voortkomen uit gemanipuleerde stamcellen .",Tegen de doelen die wetenschappers daarmee hebben kun je op het eerste gezicht moeilijk bezwaar hebben : hogere succeskansen bij ivf - die blijven nu steken bij 30 procent - en het voorkomen van ernstige aangeboren of erfelijke aandoeningen .
En als het aan D66 en VVD ligt mogen ook embryo's worden gecreëerd speciaal voor onderzoek - op dit moment moeten wetenschappers zich beperken tot restembryo's van ivf-behandelingen .,conflict,Nee,issue_no,D66,"Onder het positieve advies van de Gezondheidsraad vallen ook zogeheten embryo-achtige structuren , die voortkomen uit gemanipuleerde stamcellen .",Tegen de doelen die wetenschappers daarmee hebben kun je op het eerste gezicht moeilijk bezwaar hebben : hogere succeskansen bij ivf - die blijven nu steken bij 30 procent - en het voorkomen van ernstige aangeboren of erfelijke aandoeningen .
En als het aan D66 en VVD ligt mogen ook embryo's worden gecreëerd speciaal voor onderzoek - op dit moment moeten wetenschappers zich beperken tot restembryo's van ivf-behandelingen .,succes en falen,Nee,issue_no,D66,"Onder het positieve advies van de Gezondheidsraad vallen ook zogeheten embryo-achtige structuren , die voortkomen uit gemanipuleerde stamcellen .",Tegen de doelen die wetenschappers daarmee hebben kun je op het eerste gezicht moeilijk bezwaar hebben : hogere succeskansen bij ivf - die blijven nu steken bij 30 procent - en het voorkomen van ernstige aangeboren of erfelijke aandoeningen .
"Oud-staatssecretaris voor Financiën Willem Vermeend ( PvdA ) wist het al : tarieven blaffen wel , maar ze bijten niet .",issue position,Ja,issue_yes,GL/PvdA,"een fors hoger toptarief kost de schatkist geld in plaats van dat het wat oplevert , en daarmee blijft er dus weinig over om aan inkomensherverdeling te doen .",Zeker in een belastingstelsel waar het stikt van de inkomensafhankelijke aftrekposten .
"Oud-staatssecretaris voor Financiën Willem Vermeend ( PvdA ) wist het al : tarieven blaffen wel , maar ze bijten niet .",conflict,Nee,issue_no,GL/PvdA,"een fors hoger toptarief kost de schatkist geld in plaats van dat het wat oplevert , en daarmee blijft er dus weinig over om aan inkomensherverdeling te doen .",Zeker in een belastingstelsel waar het stikt van de inkomensafhankelijke aftrekposten .
"Oud-staatssecretaris voor Financiën Willem Vermeend ( PvdA ) wist het al : tarieven blaffen wel , maar ze bijten niet .",succes en falen,Nee,issue_no,GL/PvdA,"een fors hoger toptarief kost de schatkist geld in plaats van dat het wat oplevert , en daarmee blijft er dus weinig over om aan inkomensherverdeling te doen .",Zeker in een belastingstelsel waar het stikt van de inkomensafhankelijke aftrekposten .
Demissionair klimaatminister Rob Jetten heeft het Zeeuwse Borssele uitgekozen als mogelijke plek voor twee nieuwe kerncentrales .,issue position,Ja,issue_yes,D66,""" Twee kerncentrales maken samen net zo veel energie als alle windmolens samen in 2030 . ""","Daar staat al een kerncentrale , die het kabinet langer wil openhouden ."
Demissionair klimaatminister Rob Jetten heeft het Zeeuwse Borssele uitgekozen als mogelijke plek voor twee nieuwe kerncentrales .,conflict,Nee,issue_no,D66,""" Twee kerncentrales maken samen net zo veel energie als alle windmolens samen in 2030 . ""","Daar staat al een kerncentrale , die het kabinet langer wil openhouden ."
Demissionair klimaatminister Rob Jetten heeft het Zeeuwse Borssele uitgekozen als mogelijke plek voor twee nieuwe kerncentrales .,succes en falen,Nee,issue_no,D66,""" Twee kerncentrales maken samen net zo veel energie als alle windmolens samen in 2030 . ""","Daar staat al een kerncentrale , die het kabinet langer wil openhouden ."
Sindsdien hebben de burgemeester van Heerenveen en de Friese VVD en PvdA positief gereageerd op het plan .,issue position,Ja,issue_yes,VVD,Wiersma hoorde die geruchten een paar weken geleden al .,Directeur Minne Dolstra van Thialf liet al weten open te staan voor de organisatie van het schaatsen bij de Spelen .
Sindsdien hebben de burgemeester van Heerenveen en de Friese VVD en PvdA positief gereageerd op het plan .,conflict,Nee,issue_no,VVD,Wiersma hoorde die geruchten een paar weken geleden al .,Directeur Minne Dolstra van Thialf liet al weten open te staan voor de organisatie van het schaatsen bij de Spelen .
Sindsdien hebben de burgemeester van Heerenveen en de Friese VVD en PvdA positief gereageerd op het plan .,succes en falen,Nee,issue_no,VVD,Wiersma hoorde die geruchten een paar weken geleden al .,Directeur Minne Dolstra van Thialf liet al weten open te staan voor de organisatie van het schaatsen bij de Spelen .
"ROTTERDAM Een keiharde hardcore rave in de Rotterdamse Laurenskerk voor tweeduizend uitzinnige gabbers , met pikante danseressen verkleed als duiveltjes is compleet verkeerd gevallen bij Rotterdamse christenen en de ChristenUnie ( CU ) .",issue position,Ja,issue_yes,CU,Hardcore-party in kerk valt verkeerd,CU stuurde woensdag een brief op poten aan het college over het opzwepende concert van het Rotterdam Terror Corps ( RTC ) in de beroemde kerk .
"ROTTERDAM Een keiharde hardcore rave in de Rotterdamse Laurenskerk voor tweeduizend uitzinnige gabbers , met pikante danseressen verkleed als duiveltjes is compleet verkeerd gevallen bij Rotterdamse christenen en de ChristenUnie ( CU ) .",conflict,Ja,issue_yes,CU,Hardcore-party in kerk valt verkeerd,CU stuurde woensdag een brief op poten aan het college over het opzwepende concert van het Rotterdam Terror Corps ( RTC ) in de beroemde kerk .
"ROTTERDAM Een keiharde hardcore rave in de Rotterdamse Laurenskerk voor tweeduizend uitzinnige gabbers , met pikante danseressen verkleed als duiveltjes is compleet verkeerd gevallen bij Rotterdamse christenen en de ChristenUnie ( CU ) .",succes en falen,Nee,issue_no,CU,Hardcore-party in kerk valt verkeerd,CU stuurde woensdag een brief op poten aan het college over het opzwepende concert van het Rotterdam Terror Corps ( RTC ) in de beroemde kerk .
"Om Pieter Omtzigt op voorhand al een plaats te geven in de geschiedenis , wordt de laatste weken niet alleen teruggegrepen op de Messias ( ± 6/4 voor Christus – 30/33 ) en Pim Fortuyn ( 1948-2002 ) maar zelfs op Hans van Mierlo ( 1931-2010 ) .",issue position,Nee,issue_no,NSC,HUBERT SMEETS,De medeoprichter van D66 wordt meestal opgevoerd om het heden historisch cachet te geven .
"Om Pieter Omtzigt op voorhand al een plaats te geven in de geschiedenis , wordt de laatste weken niet alleen teruggegrepen op de Messias ( ± 6/4 voor Christus – 30/33 ) en Pim Fortuyn ( 1948-2002 ) maar zelfs op Hans van Mierlo ( 1931-2010 ) .",conflict,Nee,issue_no,NSC,HUBERT SMEETS,De medeoprichter van D66 wordt meestal opgevoerd om het heden historisch cachet te geven .
"Om Pieter Omtzigt op voorhand al een plaats te geven in de geschiedenis , wordt de laatste weken niet alleen teruggegrepen op de Messias ( ± 6/4 voor Christus – 30/33 ) en Pim Fortuyn ( 1948-2002 ) maar zelfs op Hans van Mierlo ( 1931-2010 ) .",succes en falen,Nee,issue_no,NSC,HUBERT SMEETS,De medeoprichter van D66 wordt meestal opgevoerd om het heden historisch cachet te geven .
"Israëlische politici zeggen zelf dat het doel van de acties is om Gaza „ geheel te elimineren” ( minister van Defensie Yoav Gallant ) , „ de Gaza-strook van de aardbodem te vegen” ( Nissim Vaturi , parlementslid van Netanyahu’s Likoed-partij ) .",issue position,Ja,issue_yes,Overig,"Francesca Albanese , Speciaal Rapporteur van de VN , beschrijft dat het bombarderen van burgerdoelen , het inzetten van witte fosfor , het gebruik van uithongering , het afsluiten van drinkwater , elektriciteit , gas en communicatie als wapen tegen de burgerbevolking , overtredingen van het internationaal recht zijn .","Het kabinet is hiermee „ terug bij ‘onvoorwaardelijke steun’ aan Israël” , stelde het hoofdredactioneel commentaar van NRC ( 30/10 ) ."
"Israëlische politici zeggen zelf dat het doel van de acties is om Gaza „ geheel te elimineren” ( minister van Defensie Yoav Gallant ) , „ de Gaza-strook van de aardbodem te vegen” ( Nissim Vaturi , parlementslid van Netanyahu’s Likoed-partij ) .",conflict,Nee,issue_no,Overig,"Francesca Albanese , Speciaal Rapporteur van de VN , beschrijft dat het bombarderen van burgerdoelen , het inzetten van witte fosfor , het gebruik van uithongering , het afsluiten van drinkwater , elektriciteit , gas en communicatie als wapen tegen de burgerbevolking , overtredingen van het internationaal recht zijn .","Het kabinet is hiermee „ terug bij ‘onvoorwaardelijke steun’ aan Israël” , stelde het hoofdredactioneel commentaar van NRC ( 30/10 ) ."
"Israëlische politici zeggen zelf dat het doel van de acties is om Gaza „ geheel te elimineren” ( minister van Defensie Yoav Gallant ) , „ de Gaza-strook van de aardbodem te vegen” ( Nissim Vaturi , parlementslid van Netanyahu’s Likoed-partij ) .",succes en falen,Nee,issue_no,Overig,"Francesca Albanese , Speciaal Rapporteur van de VN , beschrijft dat het bombarderen van burgerdoelen , het inzetten van witte fosfor , het gebruik van uithongering , het afsluiten van drinkwater , elektriciteit , gas en communicatie als wapen tegen de burgerbevolking , overtredingen van het internationaal recht zijn .","Het kabinet is hiermee „ terug bij ‘onvoorwaardelijke steun’ aan Israël” , stelde het hoofdredactioneel commentaar van NRC ( 30/10 ) ."
Pieter Omtzigt van NSC is volgens Post op dit moment de lijsttrekker die de tijdgeest het beste aanvoelt .,issue position,Nee,issue_no,NSC,Dat werkte . '',",,Qua uitstraling zeker geen Kennedy , het sprankelt niet echt , maar hij staat voor veel mensen voor een andere , eerlijker manier van politiek bedrijven ."
Pieter Omtzigt van NSC is volgens Post op dit moment de lijsttrekker die de tijdgeest het beste aanvoelt .,conflict,Ja,issue_yes,NSC,Dat werkte . '',",,Qua uitstraling zeker geen Kennedy , het sprankelt niet echt , maar hij staat voor veel mensen voor een andere , eerlijker manier van politiek bedrijven ."
Pieter Omtzigt van NSC is volgens Post op dit moment de lijsttrekker die de tijdgeest het beste aanvoelt .,succes en falen,Nee,issue_no,NSC,Dat werkte . '',",,Qua uitstraling zeker geen Kennedy , het sprankelt niet echt , maar hij staat voor veel mensen voor een andere , eerlijker manier van politiek bedrijven ."
Verkiezingsblog PVV op winst en NSC op verlies volgens nieuwe peiling,issue position,Nee,issue_no,PVV,,
Verkiezingsblog PVV op winst en NSC op verlies volgens nieuwe peiling,conflict,Nee,issue_no,PVV,,
Verkiezingsblog PVV op winst en NSC op verlies volgens nieuwe peiling,succes en falen,Ja,issue_yes,PVV,,
"Minister Jeroen Dijsselbloem ( Financiën , PvdA ) maakt naam als voorzitter van de Eurogroep , een overleg van de ministers van Financiën van de eurolanden .",issue position,Ja,issue_yes,Overig,"Spontane protesten ontstaan , veelvuldig klinkt de naam van een Nederlander .",Zijn reddingsplan voor het bankwezen op Cyprus stuit op veel kritiek .
"Minister Jeroen Dijsselbloem ( Financiën , PvdA ) maakt naam als voorzitter van de Eurogroep , een overleg van de ministers van Financiën van de eurolanden .",conflict,Nee,issue_no,Overig,"Spontane protesten ontstaan , veelvuldig klinkt de naam van een Nederlander .",Zijn reddingsplan voor het bankwezen op Cyprus stuit op veel kritiek .
"Minister Jeroen Dijsselbloem ( Financiën , PvdA ) maakt naam als voorzitter van de Eurogroep , een overleg van de ministers van Financiën van de eurolanden .",succes en falen,Ja,issue_yes,Overig,"Spontane protesten ontstaan , veelvuldig klinkt de naam van een Nederlander .",Zijn reddingsplan voor het bankwezen op Cyprus stuit op veel kritiek .
Na de aanzwellende kritiek is de ledendag van NSC weer even een warm bad voor Pieter Omtzigt .,issue position,Nee,issue_no,NSC,Het is alleen aan de details af te zien .,"Zo is er voor Omtzigts woordvoerder geen badge gemaakt , dus loopt hij maar rond met die van het Friese kandidaat-Kamerlid Aant Jelle Soepboer ."
Na de aanzwellende kritiek is de ledendag van NSC weer even een warm bad voor Pieter Omtzigt .,conflict,Ja,issue_yes,NSC,Het is alleen aan de details af te zien .,"Zo is er voor Omtzigts woordvoerder geen badge gemaakt , dus loopt hij maar rond met die van het Friese kandidaat-Kamerlid Aant Jelle Soepboer ."
Na de aanzwellende kritiek is de ledendag van NSC weer even een warm bad voor Pieter Omtzigt .,succes en falen,Nee,issue_no,NSC,Het is alleen aan de details af te zien .,"Zo is er voor Omtzigts woordvoerder geen badge gemaakt , dus loopt hij maar rond met die van het Friese kandidaat-Kamerlid Aant Jelle Soepboer ."
Ook trekt hij oud-premier Balkenende aan zijn jasje om te proosten op de BBB en blikt hij met de man in de straat terug op de periode Rutte .,issue position,Nee,issue_no,BBB,Waarom is hij de enige die nog met zijn moeder belt ?,"23.28 uur , NPO 3"
Ook trekt hij oud-premier Balkenende aan zijn jasje om te proosten op de BBB en blikt hij met de man in de straat terug op de periode Rutte .,conflict,Nee,issue_no,BBB,Waarom is hij de enige die nog met zijn moeder belt ?,"23.28 uur , NPO 3"
Ook trekt hij oud-premier Balkenende aan zijn jasje om te proosten op de BBB en blikt hij met de man in de straat terug op de periode Rutte .,succes en falen,Nee,issue_no,BBB,Waarom is hij de enige die nog met zijn moeder belt ?,"23.28 uur , NPO 3"
Laurens Dassen De Volt-leider is „ zeer bezorgd” over conservatisme in Europa en Nederland .,issue position,Ja,issue_yes,Volt,,"Maar niet om wat hij ziet gebeuren in de Haagse politiek , in Europa , in de verkiezingscampagne , en bij de ideeën van de partijen die nu het hoogst staan in de peilingen ."
Laurens Dassen De Volt-leider is „ zeer bezorgd” over conservatisme in Europa en Nederland .,conflict,Nee,issue_no,Volt,,"Maar niet om wat hij ziet gebeuren in de Haagse politiek , in Europa , in de verkiezingscampagne , en bij de ideeën van de partijen die nu het hoogst staan in de peilingen ."
Laurens Dassen De Volt-leider is „ zeer bezorgd” over conservatisme in Europa en Nederland .,succes en falen,Nee,issue_no,Volt,,"Maar niet om wat hij ziet gebeuren in de Haagse politiek , in Europa , in de verkiezingscampagne , en bij de ideeën van de partijen die nu het hoogst staan in de peilingen ."
"Rechtse partijen ( BBB , Ja21 , NSC , VVD , BVNL en SGP ) stellen allemaal een asielquotum en een asielstop voor .",issue position,Ja,issue_yes,BBB,Dat zoveel partijen er desondanks van langs krijgen heeft met name te maken met de voorstellen op het gebied van migratie .,"Dat druist in tegen internationale verdragen , denk aan het VN-vluchtelingenverdrag ."
"Rechtse partijen ( BBB , Ja21 , NSC , VVD , BVNL en SGP ) stellen allemaal een asielquotum en een asielstop voor .",conflict,Nee,issue_no,BBB,Dat zoveel partijen er desondanks van langs krijgen heeft met name te maken met de voorstellen op het gebied van migratie .,"Dat druist in tegen internationale verdragen , denk aan het VN-vluchtelingenverdrag ."
"Rechtse partijen ( BBB , Ja21 , NSC , VVD , BVNL en SGP ) stellen allemaal een asielquotum en een asielstop voor .",succes en falen,Nee,issue_no,BBB,Dat zoveel partijen er desondanks van langs krijgen heeft met name te maken met de voorstellen op het gebied van migratie .,"Dat druist in tegen internationale verdragen , denk aan het VN-vluchtelingenverdrag ."
"Drie jaar terug , bij verkiezingen die ook verandering beloofden , een nieuwe ' bestuurscultuur ' zelfs , mocht ik kijken naar de nieuwe CDA-partijleider Wopke Hoekstra .",issue position,Nee,issue_no,CDA,"De nieuwe partijleider huldigt oude standpunten , zoals die over asielzoekers , waarvan je ook kunt zeggen dat ze haaks staan op christelijke waarden .",Daaraan is sinds Ruud Lubbers weinig veranderd .
"Drie jaar terug , bij verkiezingen die ook verandering beloofden , een nieuwe ' bestuurscultuur ' zelfs , mocht ik kijken naar de nieuwe CDA-partijleider Wopke Hoekstra .",conflict,Nee,issue_no,CDA,"De nieuwe partijleider huldigt oude standpunten , zoals die over asielzoekers , waarvan je ook kunt zeggen dat ze haaks staan op christelijke waarden .",Daaraan is sinds Ruud Lubbers weinig veranderd .
"Drie jaar terug , bij verkiezingen die ook verandering beloofden , een nieuwe ' bestuurscultuur ' zelfs , mocht ik kijken naar de nieuwe CDA-partijleider Wopke Hoekstra .",succes en falen,Nee,issue_no,CDA,"De nieuwe partijleider huldigt oude standpunten , zoals die over asielzoekers , waarvan je ook kunt zeggen dat ze haaks staan op christelijke waarden .",Daaraan is sinds Ruud Lubbers weinig veranderd .
"Al met al ’komen de grenzen van het elektriciteitsnetwerk in zicht’ , waarschuwde demissionair minister Jetten ( Klimaat en Energie ) half oktober .",issue position,Nee,issue_no,Overig,Maar de stikstofuitspraak van de Raad van State blokkeert behalve boeren ook de bouw van netwerkstations .,Netbeheerders lokken bedrijven met lagere tarieven al naar daluren .
"Al met al ’komen de grenzen van het elektriciteitsnetwerk in zicht’ , waarschuwde demissionair minister Jetten ( Klimaat en Energie ) half oktober .",conflict,Nee,issue_no,Overig,Maar de stikstofuitspraak van de Raad van State blokkeert behalve boeren ook de bouw van netwerkstations .,Netbeheerders lokken bedrijven met lagere tarieven al naar daluren .
"Al met al ’komen de grenzen van het elektriciteitsnetwerk in zicht’ , waarschuwde demissionair minister Jetten ( Klimaat en Energie ) half oktober .",succes en falen,Nee,issue_no,Overig,Maar de stikstofuitspraak van de Raad van State blokkeert behalve boeren ook de bouw van netwerkstations .,Netbeheerders lokken bedrijven met lagere tarieven al naar daluren .
"Marcel Levi , voorzitter van de Nederlandse Organisatie voor Wetenschappelijk Onderzoek , was eerder ziekenhuisdirecteur en adviseert GroenLinks-PvdA over zorg :",issue position,Nee,issue_no,GL/PvdA,"Daarover zou ik graag ideeën horen . """,""" Er zijn zoveel belangrijke thema's ."
"Marcel Levi , voorzitter van de Nederlandse Organisatie voor Wetenschappelijk Onderzoek , was eerder ziekenhuisdirecteur en adviseert GroenLinks-PvdA over zorg :",conflict,Nee,issue_no,GL/PvdA,"Daarover zou ik graag ideeën horen . """,""" Er zijn zoveel belangrijke thema's ."
"Marcel Levi , voorzitter van de Nederlandse Organisatie voor Wetenschappelijk Onderzoek , was eerder ziekenhuisdirecteur en adviseert GroenLinks-PvdA over zorg :",succes en falen,Nee,issue_no,GL/PvdA,"Daarover zou ik graag ideeën horen . """,""" Er zijn zoveel belangrijke thema's ."
"' Ik was nog nooit op het Binnenhof geweest "" , zegt Henk Vermeer , medeoprichter van de BoerBurgerBeweging ( BBB ) over zijn eerste werkdagen in Den Haag na de verkiezingen in 2021 .",issue position,Nee,issue_no,BBB,"Maakte Balkenende IV nog zo'n tien wetsvoorstellen per maand , in het laatste kabinet van Mark Rutte was dit minder dan de helft .","En over dat kleinere deel van wetsvoorstellen dat wel in de Tweede Kamer komt , wordt ook nog eens minder gedebatteerd , blijkt uit de data van Investico ."
"' Ik was nog nooit op het Binnenhof geweest "" , zegt Henk Vermeer , medeoprichter van de BoerBurgerBeweging ( BBB ) over zijn eerste werkdagen in Den Haag na de verkiezingen in 2021 .",conflict,Nee,issue_no,BBB,"Maakte Balkenende IV nog zo'n tien wetsvoorstellen per maand , in het laatste kabinet van Mark Rutte was dit minder dan de helft .","En over dat kleinere deel van wetsvoorstellen dat wel in de Tweede Kamer komt , wordt ook nog eens minder gedebatteerd , blijkt uit de data van Investico ."
"' Ik was nog nooit op het Binnenhof geweest "" , zegt Henk Vermeer , medeoprichter van de BoerBurgerBeweging ( BBB ) over zijn eerste werkdagen in Den Haag na de verkiezingen in 2021 .",succes en falen,Nee,issue_no,BBB,"Maakte Balkenende IV nog zo'n tien wetsvoorstellen per maand , in het laatste kabinet van Mark Rutte was dit minder dan de helft .","En over dat kleinere deel van wetsvoorstellen dat wel in de Tweede Kamer komt , wordt ook nog eens minder gedebatteerd , blijkt uit de data van Investico ."
"De Tweede Kamer nam in het voorjaar van 2022 een motie aan van VVD'er Ruben Brekelmans , waarin staat dat ook Nederland het Britse Rwanda-plan moet omarmen .",issue position,Ja,issue_yes,VVD,Ook in Nederland .,"Destijds kreeg die motie vooral steun van de rechterflank van de Kamer , maar inmiddels beweegt ook het linkerdeel van het politieke spectrum in die richting ."
"De Tweede Kamer nam in het voorjaar van 2022 een motie aan van VVD'er Ruben Brekelmans , waarin staat dat ook Nederland het Britse Rwanda-plan moet omarmen .",conflict,Nee,issue_no,VVD,Ook in Nederland .,"Destijds kreeg die motie vooral steun van de rechterflank van de Kamer , maar inmiddels beweegt ook het linkerdeel van het politieke spectrum in die richting ."
"De Tweede Kamer nam in het voorjaar van 2022 een motie aan van VVD'er Ruben Brekelmans , waarin staat dat ook Nederland het Britse Rwanda-plan moet omarmen .",succes en falen,Nee,issue_no,VVD,Ook in Nederland .,"Destijds kreeg die motie vooral steun van de rechterflank van de Kamer , maar inmiddels beweegt ook het linkerdeel van het politieke spectrum in die richting ."
"Ook landelijke kopstukken , zoals Frans Timmermans ( GroenLinks-PvdA ) en CDA-Kamerlid Joba van den Berg , waren daarbij aanwezig .",conflict,Ja,issue_yes,GL/PvdA,"Over zeven jaar , is de planning .","De Groot , geërgerd : ' Die zeiden : de SEH moet openblijven , het personeelstekort lossen we wel op ."
"Ook landelijke kopstukken , zoals Frans Timmermans ( GroenLinks-PvdA ) en CDA-Kamerlid Joba van den Berg , waren daarbij aanwezig .",issue position,Ja,issue_yes,GL/PvdA,"Over zeven jaar , is de planning .","De Groot , geërgerd : ' Die zeiden : de SEH moet openblijven , het personeelstekort lossen we wel op ."
"Ook landelijke kopstukken , zoals Frans Timmermans ( GroenLinks-PvdA ) en CDA-Kamerlid Joba van den Berg , waren daarbij aanwezig .",succes en falen,Nee,issue_no,GL/PvdA,"Over zeven jaar , is de planning .","De Groot , geërgerd : ' Die zeiden : de SEH moet openblijven , het personeelstekort lossen we wel op ."
"De Engelse natuurfotograaf Cherry Kearton leefde in 1930 vijf maanden lang in een tent op Dassen Island , 55 kilometer ten noordwesten van Kaapstad .",issue position,Nee,issue_no,Volt,De Afrikaanse pinguïn was begin twintigste eeuw de meest voorkomende zeevogel in dit deel van de wereld .,En hij is net als de lezer een goede meter groot .
"De Engelse natuurfotograaf Cherry Kearton leefde in 1930 vijf maanden lang in een tent op Dassen Island , 55 kilometer ten noordwesten van Kaapstad .",conflict,Nee,issue_no,Volt,De Afrikaanse pinguïn was begin twintigste eeuw de meest voorkomende zeevogel in dit deel van de wereld .,En hij is net als de lezer een goede meter groot .
"De Engelse natuurfotograaf Cherry Kearton leefde in 1930 vijf maanden lang in een tent op Dassen Island , 55 kilometer ten noordwesten van Kaapstad .",succes en falen,Nee,issue_no,Volt,De Afrikaanse pinguïn was begin twintigste eeuw de meest voorkomende zeevogel in dit deel van de wereld .,En hij is net als de lezer een goede meter groot .
Michiel Hoogeveen is lid van het Europese parlement namens JA21 .,issue position,Nee,issue_no,JA21,Al na drie jaar van de huidige zevenjarige begroting wordt aan de lidstaten gevraagd om opnieuw geld te verschaffen .,Maar dat gaat niet zo gemakkelijk .
Michiel Hoogeveen is lid van het Europese parlement namens JA21 .,conflict,Nee,issue_no,JA21,Al na drie jaar van de huidige zevenjarige begroting wordt aan de lidstaten gevraagd om opnieuw geld te verschaffen .,Maar dat gaat niet zo gemakkelijk .
Michiel Hoogeveen is lid van het Europese parlement namens JA21 .,succes en falen,Nee,issue_no,JA21,Al na drie jaar van de huidige zevenjarige begroting wordt aan de lidstaten gevraagd om opnieuw geld te verschaffen .,Maar dat gaat niet zo gemakkelijk .
Dit moet ook het dilemma zijn voor de kiezers die van plan waren woensdag op het Nieuw Sociaal Contract van Pieter Omtzigt te stemmen :,issue position,Nee,issue_no,NSC,Wat overblijft is de VVD die nu aan kop ligt .,Uitgerekend de partij die dertien jaar lang de toorn van de weldenkende gemeente heeft gewekt ( afbraakbeleid ! ) .
Dit moet ook het dilemma zijn voor de kiezers die van plan waren woensdag op het Nieuw Sociaal Contract van Pieter Omtzigt te stemmen :,conflict,Nee,issue_no,NSC,Wat overblijft is de VVD die nu aan kop ligt .,Uitgerekend de partij die dertien jaar lang de toorn van de weldenkende gemeente heeft gewekt ( afbraakbeleid ! ) .
